id,category_id,sub_id,question,image,answer_a,answer_b,answer_c,correct_answer,additional_info
140,1,140,"Częstotliwość pracy nadajnika amatorskiego wynosi 3,5714 MHz. Jaka jest przybliżona długość fali tego nadajnika?",,80 m,40 m,20 m,a,
141,1,141,Czy czysty sygnał sinusoidalny 1000 Hz zawiera harmoniczne 2000 Hz i 3000 Hz?,,zawiera tylko 2000 Hz,zawiera obie harmoniczne,nie zawiera w ogóle harmonicznych,c,
142,1,142,Przy modulacji amplitudy AM szerokość kanału radiowego zależy od:,,najniższych częstotliwości modulujących,amplitudy modulującego sygnału,najwyższych częstotliwości modulujących,c,
143,1,143,Modulacja FSK oznacza:,,modulację amplitudy,modulację fazy,modulację z przesuwem częstotliwości,c,
144,1,144,"Moc wyjściową nadajnika FM podano w dBm i wynosi ona 33 dBm. Ile to jest w watach? (dla ułatwienia podajemy, że 30 dBm odpowiada 1 W)",,2 W,130 W,20 W,a,
145,1,145,Napięcie na wejściu odbiornika o oporności 50 Ω wynosi 10 μV. Napięcie to wzrosło do 100 μV. O ile wzrosło napięcie wyrażone w dB?,,o 10 dB,o 20 dB,o 40 dB,b,
146,1,146,"Zasilacz nadajnika dostarcza do stopnia końcowego nadajnika napięcie 20 V i prąd 5 A. Jaka jest sprawność energetyczna stopnia końcowego w %, jeżeli na wyjściu zmierzyliśmy moc PEP = 40 W?",,50 %,40 %,60 %,b,
147,1,147,Tolerancja wykonania opornika 1 kΩ wynosi 5 %. W jakich granicach zawiera się jego oporność?,,"od 0,9 do 1,1 kΩ","od 0,98 do 1,02 kΩ",od 950 do 1050 Ω,c,
148,1,148,"Spadek napięcia na oporniku wynosi 100 V, przy prądzie 10 mA. Opornik jakiej mocy zastosujemy w tym miejscu?",,10 W,1 W,"0,5 W",b,
149,1,149,"Kondensator mikowy ma pojemność 6800 pF, i napięcie pracy 500V. Czy można go zastosować w miejsce kondensatora 6,8 nF o napięciu pracy 250 V?",,"tak, można",nie można,"można, ale potrzebne są dwa takie kondensatory",a,
150,1,150,W obwodzie prądu zmiennego przy tej samej częstotliwości zmieniono kondensator 2200 pF na 22 nF. Ile razy zmniejszyła się reaktancja Xc?,,2 razy,100 razy,10 razy,c,
151,1,151,Tranzystor krzemowy ma wzmocnienie prądowe β = 100. Napięcie zasilania wynosi 5 V. Przez kolektor tego tranzystora płynie prąd 100 mA. Jaki jest prąd bazy tego tranzystora?,,1 mA,5 mA,20 mA,a,
152,1,152,W której klasie wzmacniacz telegraficzny ma najwyższą sprawność?,,w klasie A,w klasie AB,w klasie C,c,
153,1,153,"Mamy dwa kondensatory o pojemności jeden 4,7 nF a drugi 300 pF. Jak należy je połączyć by uzyskać pojemność 5000 pF?",,szeregowo,równolegle,nie da się z nich złożyć 5000 pF,b,
154,1,154,"W układzie były trzy kondensatory po 30 μF połączone szeregowo. Każdy z nich ma napięcie pracy 100V. Czy możemy je zastąpić jednym kondensatorem 10 μF, jeśli tak, to jakie musi mieć napięcie pracy?",,nie możemy,możemy stosując kondensator na napięcie 100 V,"możemy, stosując kondensator na napięcie 300 V",c,
155,1,155,Dwie indukcyjności nie sprzężone mają 30 μH i 60 μH. Ile wynosi indukcyjność zastępcza przy połączeniu szeregowym tych indukcyjności?,,90 μH,20 μH,45 μH,a,
156,1,156,Dwa oporniki 1 kΩ połączone są w szereg i dołączone do napięcia 200 V. Jaki jest spadek napięcia na każdym z tych oporników?,,50 V,100 V,200 V,b,
157,1,157,Obwód rezonansowy równoległy LC w punkcie rezonansu przedstawia impedancję:,,rzeczywistą omową,reaktancję pojemnościową,reaktancję indukcyjną,a,
158,1,158,"Mamy obwód rezonansowy o częstotliwości 3,5 MHz. W jego skład wchodzi pojemność C = 400 pF. Jaką pojemność należy dołączyć zamiast C, by przestroić obwód na 7 MHz?",,200 pF,100 pF,57 pF,b,
159,1,159,Obwód rezonansowy na częstotliwość 14 MHz ma dobroć Q=100. Jaka jest szerokość pasma tego obwodu rezonansowego?,,280 kHz,14 kHz,140 kHz,c,
160,1,160,Na rysunku przedstawiono schemat prostownika. Jak nazywa się ten rodzaj prostownika?,A_1_162.png,prostownik dwupołówkowy,prostownik jednopołówkowy,prostownik mostkowy dwupołówkowy,c,
161,1,161,"Napięcie na wyjściu zasilacza nieobciążonego z filtrem pojemnościowym, wynosi 25 V. Jakie jest napięcie Usk transformatora zasilającego diody?",,25 V,"17,7 V",20 V,b,
162,1,162,Wzmacniacz posiada wzmocnienie napięciowe 10 razy. Wyraź to wzmocnienie w decybelach (dB),,10 dB,20 dB,40 dB,b,
163,1,163,Wzmacniacz wysokiej częstotliwości obciążony obwodem rezonansowym jest:,,wzmacniaczem selektywnym,wzmacniaczem szerokopasmowym,wzmacniaczem akustycznym,a,
164,1,164,W tranzystorowym wzmacniaczu mocy który element jest niezbędny aby nie generować zakłóceń harmonicznych?,,filtr dolnoprzepustowy,przełącznik nadawanie-odbiór,układ dopasowania bazy tranzystora,a,
165,1,165,Na rysunku przedstawiono schemat detektora diodowego. Jaką rolę spełnia w nim kondensator C1?,A_1_168.png,jest kondensatorem filtrującym prądy w.cz.,poprawia odtwarzanie wysokich tonów,chroni słuchawki przed uszkodzeniem,a,
166,1,166,Dlaczego do detekcji sygnałów telegrafii CW używamy detektora mnożącego i pomocniczego generatora BFO?,,bo sygnał CW jest przerywany,musimy wytworzyć słyszalne dudnienia z niemodulowanym sygnałem CW,bo sygnał CW jest słaby,b,
167,1,167,"Aby czytelnie odebrać sygnał SSB, to przy odbiorze dolnej wstęgi (LSB) sygnał odtwarzający falę nośną powinien być:",,poniżej wstęgi LSB,powyżej wstęgi LSB,w środku LSB,b,
168,1,168,Czy dyskryminator sygnału FM powinien reagować na modulację amplitudy sygnału FM?,,nie,tak,nie ma to znaczenia,a,
169,1,169,Warunkiem wzbudzenia się generatora z obwodem rezonansowym jest:,,zastosowanie obwodu rezonansu szeregowego,spełnienie warunku amplitudy i fazy,zastosowanie ujemnego sprzężenia zwrotnego,b,
170,1,170,Generator TCXO wysoką stabilność zawdzięcza:,,zastosowaniu specjalnych układów korygujących częstotliwość,docięciu kryształu kwarcu z dokładnością do femtometrów,stabilizacji temperatury oscylatora,a,
171,1,171,Bezpośrednia synteza cyfrowa (DDS) generuje przebieg przez:,,użycie przetwornika cyfrowo-analogowego ,cyfrowe przestrajanie obwodu rezonansowego ,cyfrowe sterowanie układem NE555,a,
172,1,172,Na rysunku przedstawiono schemat stabilizacji PLL w formie ponumerowanych ale nie opisanych bloków. Blok 2 to:,A_1_175.png,komparator fazy,dzielnik częstotliwości,generator wzorca,b,
173,1,173,Na rysunku przedstawiono schemat stabilizacji PLL w formie ponumerowanych ale nie opisanych bloków. Blok 3 to:,A_1_176.png,dzielnik nastawny,komparator fazy,wzmacniacz błędu,b,
174,1,174,Na rysunku przedstawiono schemat stabilizacji PLL w formie ponumerowanych ale nie opisanych bloków. Blok 5 to:,A_1_177.png,dzielnik wzorca,generator stabilizowany,komparator fazy,a,
175,1,175,Na rysunku przedstawiono schemat stabilizacji PLL w formie ponumerowanych ale nie opisanych bloków. Blok 6 to:,A_1_178.png,komparator fazy,dzielnik nastawny,wzmacniacz błędu,c,
176,1,176,Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM z pojedynczą przemianą. Blok 2 to:,A_1_179.png,wzmacniacz akustyczny,mieszacz,detektor AM,b,
177,1,177,Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM z pojedynczą przemianą. Blok 3 to:,A_1_180.png,filtr wejściowy,wzmacniacz pośredniej cz.,heterodyna,b,
178,1,178,Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM z pojedynczą przemianą. Blok 4 to:,A_1_181.png,wzmacniacz akustyczny,filtr wejściowy,detektor AM,c,
179,1,179,Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM z pojedynczą przemianą. Blok 6 to:,A_1_182.png,filtr wejściowy,wzmacniacz akustyczny,heterodyna,c,
180,1,180,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 2 to:",A_1_183.png,wzmacniacz akustyczny,I mieszacz,filtr przełączany II p.cz.,b,
181,1,181,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 3 to:",A_1_184.png,BFO,wzmacniacz I pośredniej cz.,heterodyna,b,
182,1,182,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 4 to:",A_1_185.png,wzmacniacz akustyczny,BFO,II mieszacz,c,
183,1,183,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 5 to:",A_1_186.png,II heterodyna stała,wzmacniacz akustyczny,detektor AM CW SSB,a,
184,1,184,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 6 to:",A_1_187.png,filtr przełączany II p.cz.,wzmacniacz akustyczny,II heterodyna stała,a,
185,1,185,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 7 to:",A_1_188.png,BFO,wzmacniacz II pośredniej cz.,"detektor AM , CW, SSB",b,
186,1,186,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 8 to:",A_1_189.png,wzmacniacz akustyczny,wzmacniacz w.cz.,"detektor AM, CW, SSB",c,
187,1,187,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 10 to:",A_1_190.png,wzmacniacz akustyczny,BFO,"detektor AM, CW, SSB",b,
188,1,188,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego AM, CW, SSB z podwójną przemianą częstotliwości. Blok 11 to:",A_1_191.png,I heterodyna strojona,wzmacniacz akustyczny,detektor AM,a,
189,1,189,"Na rysunku przedstawiono schemat blokowy odbiornika homodynowego CW i SSB, na jedno pasmo amatorskie. Blok 2 to:",A_1_192.png,wzmacniacz akustyczny,filtr wejściowy,mieszacz zrównoważony,c,
190,1,190,"Na rysunku przedstawiono schemat blokowy odbiornika homodynowego CW i SSB, na jedno pasmo amatorskie. Blok 3 to:",A_1_193.png,heterodyna,wzmacniacz akustyczny,filtr wejściowy,b,
191,1,191,"Na rysunku przedstawiono schemat blokowy odbiornika homodynowego CW i SSB, na jedno pasmo amatorskie. Blok 4 to:",A_1_194.png,filtr wejściowy,wzmacniacz akustyczny,heterodyna,c,
192,1,192,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 1 to:",A_1_195.png,wzmacniacz w.cz.,wzmacniacz akustyczny,detektor FM,a,
193,1,193,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 3 to:",A_1_196.png,wzmacniacz w.cz.,"wzmacniacz I pośredniej cz. 10,7 MHz",I heterodyna,b,
194,1,194,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 4 to:",A_1_197.png,wzmacniacz akustyczny,blokada szumów,II mieszacz,c,
195,1,195,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 5 to:",A_1_198.png,II heterodyna stała,wzmacniacz II p.cz. 455 kHz,detektor FM,b,
196,1,196,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 6 to:",A_1_199.png,detektor FM,wzmacniacz akustyczny,II heterodyna stała,a,
197,1,197,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 7 to:",A_1_200.png,wzmacniacz II p. cz. 455kHz,wzmacniacz akustyczny,detektor FM,b,
198,1,198,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 8 to:",A_1_201.png,wzmacniacz akustyczny,blokada szumów,detektor FM,b,
199,1,199,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 9 to:",A_1_202.png,wzmacniacz akustyczny,blokada szumów,II heterodyna stała,c,
200,1,200,"Na rysunku przedstawiono schemat blokowy odbiornika superheterodynowego FM na pasmo 144 MHz z podwójną przemianą częstotliwości, pracującego w kanałach fonicznych, stabilizowany kwarcami. Blok 10 to:",A_1_203.png,I heterodyna kwarcowa,wzmacniacz akustyczny,detektor FM,a,
201,1,201,Przez selektywność odbiornika rozumiemy jego:,,zdolność do wyodrębnienia pożądanego sygnału,"dolny próg poziomu sygnału, który może odebrać",szum własny odbiornika,a,
202,1,202,Na rysunku przedstawiono schemat blokowy nadajnika telegraficznego na jedno pasmo amatorskie. Blok 1 to:,A_1_205.png,separator,wzmacniacz mocy (PA),oscylator (VFO),c,
203,1,203,Na rysunku przedstawiono schemat blokowy nadajnika telegraficznego na jedno pasmo amatorskie. Blok 2 to:,A_1_206.png,wzmacniacz mocy (PA),oscylator (VFO),separator,c,
204,1,204,Na rysunku przedstawiono schemat blokowy nadajnika telegraficznego na jedno pasmo amatorskie. Blok 3 to:,A_1_207.png,oscylator (VFO),wzmacniacz mocy (PA),filtr wyjściowy,b,
205,1,205,Na rysunku przedstawiono schemat blokowy nadajnika telegraficznego na kilka pasm amatorskich z powielaniem częstotliwości. Blok 2 to:,A_1_208.png,wzmacniacz sterujący,separator,I powielacz x2,b,
206,1,206,Na rysunku przedstawiono schemat blokowy nadajnika SSB na dwa pasma amatorskie z wzbudnicą 9 MHz. Blok 3 to:,A_1_209.png,"filtr pasmowy 3,5 - 14 MHz",wzmacniacz mocy (PA),"VFO 5 - 5.,5 MHz",a,
207,1,207,Na rysunku przedstawiono schemat blokowy nadajnika SSB na dwa pasma amatorskie z wzbudnicą 9 MHz. Blok 4 to:,A_1_210.png,wzmacniacz sterujący,filtr wyjściowy,wzbudnica SSB 9 MHz,a,
208,1,208,Na rysunku przedstawiono schemat blokowy nadajnika SSB na dwa pasma amatorskie z wzbudnicą 9 MHz. Blok 5 to:,A_1_211.png,wzmacniacz mocy (PA),mieszacz,"oscylator (VFO) 5 - 5,5 MHz",a,
209,1,209,Na rysunku przedstawiono schemat blokowy nadajnika SSB na dwa pasma amatorskie z wzbudnicą 9 MHz. Blok 6 to:,A_1_212.png,wzmacniacz mocy (PA),filtr wyjściowy,mieszacz,b,
210,1,210,Na rysunku przedstawiono schemat blokowy nadajnika SSB na dwa pasma amatorskie z wzbudnicą 9 MHz. Blok 7 to:,A_1_213.png,"oscylator (VFO) 5-5,5 MHz",filtr wyjściowy,"filtr pasmowy 3,5 - 14 MHz",a,
211,1,211,"Jak zmienia się impedancja dipola półfalowego, gdy obniżamy wysokość jego zawieszenia?",,rośnie.,maleje.,nie ulega zmianie.,b,
212,1,212,Zysk anteny kierunkowej wyrażony jest w dBi. Względem jakiego źródła jest określony?,,dipola pomiarowego,źródła izotropowego,innej anteny kierunkowej,b,
213,1,213,Jaka jest różnica pomiędzy efektywną mocą promieniowaną e.r.p. a efektywną mocą promieniowaną izotropowo e.i.r.p?,,"e.i.r.p. jest większe o 2,15 dB od e.r.p.","e.i.r.p. jest mniejsze o 2,15 dB od e.r.p.",nie ma różnicy,a,
214,1,214,"Antena kierunkowa daje napięcie 4 razy większe, niż dipol półfalowy zawieszony w tym samym miejscu. Jaki zysk ma antena kierunkowa?",,6 dBd,4 dBd,12 dBd,c,
215,1,215,"Kabel koncentryczny o długości 100m, przy częstotliwości 144MHz wprowadza tłumienie 12dB. Długość kabla pomiędzy nadajnikiem 100 W a anteną wynosi 50 m. Jaka część tej mocy zostanie doprowadzona do anteny?",,25%,50%,75%,a,
216,1,216,Jakie długości fal zaliczamy do zakresu fal krótkich?,,od 100 m do 10 m,od 80 m do 10 m,od 160 m do 10 m,a,
217,1,217,"Propagacja jonosferyczna latem, w dzień, pasma radioamatorskiego 20 m, najczęściej odbywa się przez odbicie od warstwy:",,D,E,F,c,
218,1,218,O czym mówi podawana w prognozach propagacji częstotliwość MUF?,,o zakłóceniach odbioru,o maksymalnej częstotliwości do łączności na danej trasie,o zaniku łączności w danym kierunku,b,
219,1,219,Co to jest strefa martwa na falach krótkich?,,strefa bez odbioru leżąca pomiędzy końcem fali przyziemnej a powrotem fali odbitej od jonosfery,strefa bez odbioru z powodu dużych zakłóceń w mieście,strefa w której brak odbioru z powodu interferencji fal przychodzących z różnych kierunków,a,
220,1,220,Jakim przyrządem możemy sprawdzić kształt napięcia zmiennego w.cz. i wykryć zniekształcenia sygnału?,,oscyloskopem,miernikiem napięcia,słuchając odbiornikiem,a,
221,1,221,"Akumulator ma pojemność 20Ah i pozwala na pracę pełną mocą radiostacji, która pobiera średnio około 5A. Czy taki akumulator wystarczy na trzygodzinną pracę tej radiostacji?",,"wystarczy, z pewnym zapasem","nie wystarczy, akumulator ma zbyt małą pojemność",akumulator ulegnie uszkodzeniu,a,
222,1,222,Jakie typowo przyjmuje się pasmo częstotliwości przy transmisjach głosowych na pasmach amatorskich:,,od 300 Hz do 3 kHz,od 20 Hz do 20 kHz,od 400 Hz do 900 Hz,a,
223,1,223,Dlaczego modulacja amplitudy AM (A3E) jest obecnie rzadziej używana od SSB (J3E)?,,gdyż ma znacznie mniejszą sprawność energetyczną i szerokość emitowanego sygnału jest dwukrotnie większa niż SSB,"gdyż obecne transceivery są zbyt skomplikowane, by z niej sprawnie korzystać","dlatego, że AM jest używana w profesjonalnej radiofonii",a,
224,1,224,Najważniejsza z cech rezonatora kwarcowego to:,,stabilność częstotliwości,odporność na wysokie napięcie,odporność na wibracje,a,
225,1,225,"Wzmacniacz, który wzmacnia sygnały w zakresie pasm amatorskich 3,5, 7 i 14 MHz z takim samym wzmocnieniem nazywamy:",,wzmacniaczem mocy,wzmacniaczem szerokopasmowym,wzmacniaczem ze strojonymi obwodami pośredniej częstotliwości,b,
226,1,226,Wzmacniacz w klasie C nie może być używany do:,,"fali nośnej, sygnałów modulacji częstotliwości",sygnałów jednowstęgowych (J3E),"może być używany wszędzie, gdyż ma wyższą sprawność",b,
227,1,227,Generator BFO jest niezbędny do odbioru:,,sygnałów modulacji częstotliwości (F3E),sygnałów modulacji amplitudy z pełną falą nośną (A3E),sygnałów telegraficznych (A1) i modulacji amplitudy ze zredukowaną falą nośną,c,
228,1,228,Który z czynników wpływa na stabilność generatora z obwodem LC:,,temperatura,zmiana wymiarów mechanicznych,oba wyżej wymienione,c,
229,1,229,Na wyświetlaczu radiostacji z prezentacją widma można obserwować:,,częstotliwość i amplitudę sygnału,amplitudę i fazę sygnału,częstotliwość i opóźnienie,a,
230,1,230,"Początkujący krótkofalowiec sfrustrował się brakiem stacji w paśmie 24 MHz. Opiekun radiostacji klubowej zalecił mu przejście na ""niższe"" pasmo. Które pasmo powinien wybrać? ",,10 m ,12 m ,20 m,c,
231,1,231,Prędkość rozchodzenia się fali elektromagnetycznej w ośrodku innym niż próżnia jest:,,mniejsza niż w próżni,większa niż w próżni,"mniejsza lub większa niż w próżni, zależnie od rodzaju ośrodka",a,
232,1,232,"Jeżeli składowa elektryczna fali jest prostopadła do ziemi, to fala ma polaryzację:",,poziomą,pionową,nie da się tego stwierdzić bez znajomości ułożenia składowej magnetycznej,b,
233,1,233,Napięcie międzyszczytowe sinusoidalnego napięcia zmiennego wynosi 678 V. Ile wynosi wartość skuteczna tego napięcia?,,339 V,240 V,481 V,b,
234,1,234,"Częstotliwość prądu przemiennego wynosi 50 Hz, jaki jest okres drgań?",,20 ms,50 ms,500 ms,a,
235,1,235,Sygnał prostokątny o idealnie ostrych zboczach zajmuje pasmo o szerokości:,,dziesięciokrotności częstotliwości sygnału wejściowego.,zerowej.,nieskończonej,c,
236,1,236,W emisji RTTY używane jest:,,kluczowanie amplitudy,kluczowanie fazy,kluczowanie częstotliwości,c,
237,1,237,"Zwiększając liczbę możliwych przesunięć fazy w modulacji PSK, bez zwiększania baudrate, szerokość pasma sygnału:",,zwiększa się,zmniejsza się,nie zmienia się,c,
238,1,238,Moc wyjściową nadajnika FM podano w dBW i wynosi ona 13 dBW. Ile to jest w watach?,,5 W,130 W,20 W,c,
239,1,239,"Zasilacz dostarcza do stopnia końcowego nadajnika napięcie 500 V i prąd 200 mA. Jaka jest sprawność energetyczna stopnia końcowego, jeżeli na wyjściu zmierzyliśmy moc PEP = 40 W?",,50%,40%,60%,b,
240,1,240,"Która z podanych mocy PEP odpowiada napięciu maksymalnemu Umax = 100 V, zmierzonemu oscyloskopem na wyjściu nadajnika, na obciążeniu 50 Ω (zakładamy sygnał sinusoidalny)?",,200 W,100 W,50 W,b,
241,1,241,"W przetwornikach analogowo-cyfrowych, aby poprawnie odczytać sygnał wejściowy, częstotliwość próbkowania musi być:",,większa lub równa dwukrotności najwyższej częstotliwości przetwarzanego sygnału,większa lub równa najwyższej częstotliwości przetwarzanego sygnału,większa lub równa połowie najwyższej częstotliwości przetwarzanego sygnału,a,
242,1,242,Filtr antyaliasingowy w odbiorniku SDR może być zrealizowany jako:,,filtr sprzętowy,filtr programowy,filtr sprzętowy lub programowy,a,
243,1,243,"Rezystor o wartości 10 Ω dołączono do napięcia 3 V. Jakiej mocy rezystor należy dobrać, żeby nie uległ on uszkodzeniu?",,1 W,"0,125 W","0,5 W",a,
244,1,244,W kondensatorze energia jest magazynowana w:,,polu elektrycznym,polu magnetycznym,nie jest magazynowana,a,
245,1,245,"W obwodzie prądu przemiennego, przy tej samej częstotliwości, zmieniono kondensator 2200 pF na 22 nF. Ile razy zmniejszyła się reaktancja kondensatora?",,"0,1 raza",100 razy,10 razy,c,
246,1,246,W kondensatorze przy napięciu przemiennym:,,prąd wyprzedza napięcie w fazie o 90 stopni,prąd jest w fazie z napięciem,napięcie wyprzedza prąd w fazie o 90 stopni,a,
247,1,247,"Do budowy cewek często wykorzystujemy rdzenie toroidalne, ponieważ:",,wprowadzają mniejsze straty w polu magnetycznym niż powietrze,można przez cewkę przesłać znacznie większy prąd,większość pola magnetycznego zamyka się w rdzeniu i cewka mniej wpływa na inne elementy,c,
248,1,248,"Stwierdzono, że wpływające do układu napięcie wyprzedza w fazie prąd. Układ ten ma charakter:",,rezystancyjny,pojemnościowy,indukcyjny,c,
249,1,249,Diody Zenera to diody:,,służące do stabilizacji napięć,świecące,na bardzo wysokie częstotliwości,a,
250,1,250,Zasadniczym przeznaczeniem diody PIN jest:,,prostowanie bardzo dużych napięć i prądów,stosowanie jej jako przełącznika w. cz.,stosowanie jej jako elementu ochronnego przed przepięciem,b,
251,1,251,Zasadniczymi zaletami diody TVS (Transil) są:,,szybkie przełączanie i rozpraszanie dużych chwilowych mocy,spadek napięcia rzędu 1 mV i bardzo mała pojemność złącza,dodatkowy zacisk sterujący i liniowa charakterystyka prądowo-napięciowa,a,
252,1,252,Na wyjściu transformatora sieciowego napięcie skuteczne jest równe 300 V. Czy w prostowniku jednopołówkowym można użyć diody wytrzymującej napięcie wsteczne 400 V?,,tak,nie,"tak, ale tylko przy małych obciążeniach",b,
253,1,253,"Aby tranzystor PNP zaczął przewodzić, należy przyłożyć pomiędzy jego bazę i emiter napięcie:",,dodatnie (wyższy potencjał do bazy),ujemne (niższy potencjał do bazy),zerowe (taki sam potencjał na bazie i emiterze),b,
254,1,254,Tranzystory bipolarne i polowe sterujemy odpowiednio:,,napięciem i prądem,prądem i prądem,prądem i napięciem,c,
255,1,255,"We wzmacniaczu tranzystorowym w układzie wspólnej bazy, sygnał wejściowy podajemy pomiędzy:",,kolektor i bazę,emiter i bazę,kolektor i emiter,b,
256,1,256,W idealnym tranzystorze MOSFET prąd wpływający do bramki jest:,,"mniejszy o tyle razy od prądu drenu, o ile wynosi wzmocnienie tranzystora",równy w przybliżeniu 1 mA,zerowy,c,
257,1,257,Jaka jest funkcja kondensatora C1 w układzie przedstawionym na rysunku?,A_1_261.png,zwiększenie wzmocnienia dla prądów zmiennych,filtrowanie prądu spoczynkowego,nie ma żadnej funkcji ,a,
258,1,258,"Mamy dwa kondensatory o pojemności 4,7 nF oraz 300 pF. Jak należy je połączyć, by uzyskać pojemność 5000 pF?",,szeregowo,równolegle,nie da się uzyskać pojemności 5000 pF,b,
259,1,259,"W układzie były trzy kondensatory, każdy po 30 μF, połączone szeregowo. Każdy z nich ma napięcie pracy 100V. Czy możemy je zastąpić jednym kondensatorem 10 μF? Jeśli tak, to o jakim napięciu pracy?",,nie możemy,"możemy, stosując kondensator na napięcie 100 V","możemy, stosując kondensator na napięcie 300 V",c,
260,1,260,Dwie niezależne cewki mają indukcyjności 30 μH i 60 μH. Ile wynosi indukcyjność zastępcza przy połączeniu szeregowym tych cewek?,,90 μH,45 μH,20 μH,a,
261,1,261,"Obwód rezonansowy szeregowy LC, w punkcie rezonansu, przedstawia:",,tylko rezystancję,reaktancję pojemnościową,reaktancję indukcyjną,a,
262,1,262,"Jeżeli dobroć obwodu rezonansowego Q = 100, to pasmo przy częstotliwości obwodu 14 MHz ma szerokość:",,280 kHz,14 kHz,140 kHz,c,
263,1,263,"Skrzynka antenowa w układzie T, gdzie szeregowo włączone są kondensatory, a równolegle cewka, jest:",,filtrem dolnoprzepustowym,filtrem górnoprzepustowym,filtrem pasmowym,b,
264,1,264,Zwiększenie rzędu filtru powoduje:,,zwiększenie stromości zbocza,pogorszenie właściwości filtracyjnych,zmianę częstotliwości rezonansowej,a,
265,1,265,Jaka jest funkcja rezystorów R1 i R2 w układzie przedstawionym na rysunku?,A_1_269.png,Zabezpieczenie tranzystora przed uszkodzeniem,Zwiększenie impedancji wejściowej,Ustalenie punktu pracy tranzystora,c,
266,1,266,Która klasa pracy wzmacniacza wprowadza najmniejsze zniekształcenia?,,klasa AB,klasa A,klasa C,b,
267,1,267,Demodulator FM może być zbudowany z użyciem:,,pojedynczej diody i kondensatora,mieszacza podwójnie zrównoważonego,pętli synchronizacji fazy,c,
268,1,268,Jaki jest cel włączenia szeregowo rezystora i kondensatora pomiędzy wejście i wyjście wzmacniacza mocy z tranzystorem w układzie wspólnego źródła?,,zwiększenie wzmocnienia wzmacniacza.,"utworzenie obwodu rezonansowego, który działa jako filtr pasmowy.",zwiększenie stabilności wzmacniacza.,c,
269,1,269,Szum fazowy jest wynikiem:,,kluczowania fazy (PSK),krótkich i niewielkich odchyleń częstotliwości generatora,mieszania się sygnałów o różnych fazach,b,
270,1,270,Jako dzielnik częstotliwości w pętli synchronizacji fazy można użyć:,,licznik,wzmacniacz operacyjny,dzielnik rezystorowy,a,
271,1,271,W transceiverach SDR do przetwornika A/C doprowadza się sygnały kwadraturowe (oznaczone jako I oraz Q). Jaki jest tego cel?,,Możliwość zaprogramowania demodulatora dla każdej emisji,Minimalizacja zniekształceń sygnału,Możliwość demodulacji sygnałów z dwóch różnych źródeł,a,
272,1,272,Bezpośrednia synteza cyfrowa (DDS) generuje przebieg przez:,,użycie przetwornika cyfrowo-analogowego,cyfrowe przestrajanie obwodu rezonansowego,cyfrowe sterowanie układem NE555,a,
